Combo Conversion Expanded — visitors = EnrichedRaw; purchasers = OrdersEnrichedMatched,Min Visitors,,,,,,,,,,,,,,,,,,,,,,,,,,
,100,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rank,Combo Size,Visitors,Purchasers,Conversion %,GENDER,AGE_RANGE,INCOME_RANGE,NET_WORTH,HOMEOWNER,MARRIED,CHILDREN,SKIPTRACE_CREDIT_RATING,SKIPTRACE_ETHNIC_CODE,DEPARTMENT,SENIORITY_LEVEL,STATE,ECO,FIR1,FIR2,OUT2,RL1500MAX-W,RL2,RL500MID-W,COM2,RL900PRO-B   ,RL900PRO-W,TRA2
116,4,176,10,5.7%,M,,"$200,000 to $249,000",,,Y,Y,,,,,,1,2,4,0,0,2,0,1,0,0,0
117,4,212,12,5.7%,,35-44,,,Y,,Y,,,Sales,,,2,1,2,1,0,3,0,3,0,0,0
118,2,159,9,5.7%,,55-64,,,,,,,,,,GA,2,4,1,0,0,2,0,0,0,0,0
119,5,159,9,5.7%,,35-44,"$60,000 to $74,999",,Y,,Y,,,,Staff,,3,0,4,0,0,2,0,0,0,0,0
120,2,106,6,5.7%,,,,"$100,000 to $149,999",,,,,,Executive,,,1,2,2,0,0,1,0,0,0,0,0
121,5,106,6,5.7%,,35-44,"$60,000 to $74,999",,Y,N,,,,,Staff,,2,0,3,0,0,1,0,0,0,0,0
122,5,106,6,5.7%,M,,"$75,000 to $99,999",,Y,Y,,,,Executive,,,1,2,2,0,0,0,0,0,0,0,1
123,2,160,9,5.6%,U,,,,,,N,,,,,,1,2,2,0,0,4,0,0,0,0,0
124,3,160,9,5.6%,M,,"$100,000 to $149,999",,,,,,,Operations,,,1,1,4,0,0,0,0,2,0,1,0
125,5,160,9,5.6%,M,,,,Y,Y,Y,,,,,PA,2,0,4,0,0,2,0,0,0,0,1
126,2,196,11,5.6%,M,,,,,,,,,,,MO,1,3,1,0,0,2,0,4,0,0,0
127,3,214,12,5.6%,,,,,,Y,,U,T3,,,,1,2,4,1,0,3,0,0,0,0,1
128,3,107,6,5.6%,,,,"$750,000 to $999,999",,,,,,,Manager,CA,2,1,0,2,0,1,0,0,0,0,0
129,2,107,6,5.6%,,35-44,,,,,,,T7,,,,0,1,1,0,0,1,0,3,0,0,0
130,5,107,6,5.6%,,35-44,"$60,000 to $74,999",,,N,Y,,,,Staff,,2,0,3,0,0,1,0,0,0,0,0
131,4,107,6,5.6%,,,,"$150,000 to $249,999",,Y,Y,U,,,,,0,1,2,0,0,2,0,0,0,0,1
132,5,107,6,5.6%,M,35-44,"$150,000 to $199,999",,Y,,Y,,,,,,0,2,2,0,0,1,0,1,0,0,0
133,4,107,6,5.6%,M,25-34,,,,,Y,,T3,,,,2,0,1,0,0,2,0,1,0,0,0
134,4,107,6,5.6%,M,,"$75,000 to $99,999",,,Y,,,,Executive,,,1,2,2,0,0,0,0,0,0,0,1
135,4,107,6,5.6%,M,35-44,"$75,000 to $99,999",,,,,,,,Staff,,0,0,4,0,0,2,0,0,0,0,0
136,3,143,8,5.6%,M,,,,,,Y,,,,,TN,2,3,1,0,0,2,0,0,0,0,0
137,4,143,8,5.6%,M,35-44,,,,N,,,,,Manager,,0,0,0,2,0,4,0,2,0,0,0
